HoSoKey,SinhVienKey,KhoaKey,NganhKey,LopKey,HocKyGanNhatKey,SoHocKyDaHoc,GPATichLuyHienTai,DiemRenLuyenGanNhat,TongTinChiDangKy,TongTinChiDat,TongTinChiNo,TongSoMonRot,SoMonHocLai,SoLanCanhBao,XepLoaiHocTapKey,XepLoaiRenLuyenKey,CanhBaoKey,NhomNguyCo,TrangThaiTotNghiep
272,2510,3,8,36,8,4,2.17,80,11,8,4,2,2,2,4,2,2,Cao,Đang học
273,872,1,3,13,8,2,2.61,69,12,12,0,0,0,0,4,3,1,Trung bình,Bảo lưu
274,873,1,3,13,8,2,3.0,93,12,12,0,0,0,0,3,1,1,Thấp,Đang học
275,874,1,3,13,8,2,2.3,74,12,9,3,1,1,1,5,3,3,Trung bình,Đang học
276,875,1,3,13,8,2,3.13,80,12,12,0,0,0,0,2,2,1,Thấp,Đang học
277,876,1,3,13,8,2,2.91,85,12,12,0,0,0,0,2,2,1,Thấp,Đang học
278,877,1,3,13,8,2,2.52,81,12,9,3,1,1,1,4,2,2,Trung bình,Đang học
279,2705,3,8,38,8,2,3.43,92,11,11,0,0,0,0,3,1,1,Thấp,Đang học
280,2706,3,8,38,8,2,3.1,96,11,11,0,0,0,0,3,1,1,Thấp,Bảo lưu
281,2511,3,8,36,8,4,2.4,77,11,11,0,1,1,1,3,3,1,Trung bình,Đang học
282,2512,3,8,36,8,4,2.4,86,11,11,0,0,0,1,5,2,3,Trung bình,Đang học
283,2505,3,8,36,8,4,2.29,90,11,9,5,2,2,2,5,1,2,Cao,Đang học
284,2506,3,8,36,8,4,2.48,86,11,11,0,0,0,0,3,2,1,Trung bình,Đang học
285,2507,3,8,36,8,4,2.36,94,11,11,5,2,2,1,4,1,1,Trung bình,Cảnh báo học vụ
286,2508,3,8,36,8,4,2.12,95,11,11,8,3,3,1,4,1,1,Cao,Đang học
287,934,1,3,14,8,2,3.17,89,12,12,0,0,0,0,2,2,1,Thấp,Đang học
288,935,1,3,14,8,2,3.26,81,12,12,0,0,0,0,2,2,1,Thấp,Đang học
289,2713,3,8,38,8,2,2.95,86,11,11,0,0,0,0,3,2,1,Thấp,Đang học
290,2714,3,8,38,8,2,3.05,88,11,11,0,0,0,0,3,2,1,Thấp,Đang học
291,2715,3,8,38,8,2,3.0,95,11,11,0,0,0,0,3,1,1,Thấp,Đang học
292,2716,3,8,38,8,2,3.0,92,11,11,0,0,0,0,3,1,1,Thấp,Đang học
293,2717,3,8,38,8,2,3.14,84,11,11,0,0,0,0,2,2,1,Thấp,Đang học
294,2718,3,8,38,8,2,2.9,86,11,11,0,0,0,0,3,2,1,Thấp,Đang học
295,870,1,3,13,8,2,3.22,83,12,12,0,0,0,0,2,2,1,Thấp,Đang học
296,871,1,3,13,8,2,2.22,82,12,12,3,1,1,1,3,2,1,Trung bình,Đang học
297,936,1,3,14,8,2,2.74,79,12,9,3,1,1,1,4,3,2,Trung bình,Đang học
298,937,1,3,14,8,2,2.61,79,12,12,0,1,1,1,3,3,1,Thấp,Đang học
299,938,1,3,14,8,2,2.74,83,12,12,0,0,0,0,3,2,1,Thấp,Đang học
300,939,1,3,14,8,2,2.22,84,12,9,6,2,2,2,3,2,2,Cao,Bảo lưu
301,940,1,3,14,8,2,2.74,76,12,9,3,1,1,1,4,3,2,Trung bình,Đang học
302,941,1,3,14,8,2,3.48,95,12,12,0,0,0,0,2,1,1,Thấp,Đang học
303,2501,3,8,36,8,4,1.5,69,11,5,14,5,5,4,5,3,4,Cao,Cảnh báo học vụ
304,2502,3,8,36,8,4,2.55,76,11,11,1,1,1,1,3,3,1,Thấp,Đang học
305,864,1,3,13,8,2,3.0,84,12,12,0,0,0,0,3,2,1,Thấp,Đang học
306,865,1,3,13,8,2,3.0,74,12,12,0,0,0,0,2,3,1,Thấp,Bảo lưu
307,866,1,3,13,8,2,3.09,90,12,12,0,0,0,0,3,1,1,Thấp,Đang học
308,867,1,3,13,8,2,2.74,85,12,12,0,0,0,0,3,2,1,Thấp,Đang học
309,868,1,3,13,8,2,2.96,79,12,12,0,0,0,0,3,3,1,Thấp,Đang học
310,869,1,3,13,8,2,2.35,72,12,9,3,1,1,1,4,3,2,Trung bình,Đang học
311,2719,4,9,39,8,8,3.0,84,8,8,0,1,1,0,3,2,1,Thấp,Tốt nghiệp
312,2720,4,9,39,8,8,3.35,92,8,8,0,0,0,0,1,1,1,Thấp,Tốt nghiệp
313,2503,3,8,36,8,4,2.6,99,11,11,0,0,0,0,3,1,1,Thấp,Đang học
314,2504,3,8,36,8,4,2.31,70,11,11,3,2,2,2,3,3,1,Trung bình,Đang học
315,2497,3,8,36,8,4,2.6,83,11,11,0,0,0,0,3,2,1,Thấp,Đang học
316,2498,3,8,36,8,4,2.21,83,11,11,1,2,2,2,5,2,2,Cao,Đang học
317,2499,3,8,36,8,4,2.52,80,11,11,0,1,1,1,4,2,1,Thấp,Đang học
318,2500,3,8,36,8,4,2.83,83,11,11,0,0,0,0,3,2,1,Thấp,Đang học
319,942,1,3,14,8,2,3.35,86,12,12,0,0,0,0,2,2,1,Thấp,Đang học
320,943,1,3,14,8,2,2.87,88,12,12,0,0,0,0,3,2,1,Thấp,Đang học
321,858,1,3,13,8,2,2.87,72,12,12,0,0,0,0,3,3,1,Thấp,Đang học
322,859,1,3,13,8,2,2.48,81,12,12,0,0,0,0,4,2,1,Trung bình,Đang học
323,860,1,3,13,8,2,2.35,78,12,9,3,1,1,1,5,3,3,Trung bình,Đang học
324,861,1,3,13,8,2,1.83,80,12,6,6,2,2,1,5,2,4,Cao,Đang học
325,2721,4,9,39,8,8,3.11,76,8,8,0,0,0,0,1,3,1,Thấp,Tốt nghiệp
326,2722,4,9,39,8,8,3.3,80,8,8,0,0,0,0,1,2,1,Thấp,Chậm tiến độ
327,862,1,3,13,8,2,2.13,68,12,9,3,1,1,1,5,3,3,Trung bình,Đang học
328,863,1,3,13,8,2,2.87,92,12,12,0,0,0,0,3,1,1,Thấp,Đang học
329,944,1,3,14,8,2,2.96,89,12,12,0,0,0,0,3,2,1,Thấp,Đang học
330,945,1,3,14,8,2,3.04,80,12,12,0,0,0,0,3,2,1,Thấp,Đang học
331,946,1,3,14,8,2,2.87,81,12,9,3,1,1,1,4,2,2,Trung bình,Đang học
332,947,1,3,14,8,2,2.74,70,12,9,3,1,1,1,4,3,2,Trung bình,Đang học
333,948,1,3,14,8,2,3.26,85,12,12,0,0,0,0,3,2,1,Thấp,Đang học
334,949,1,3,14,8,2,2.83,74,12,12,0,0,0,0,4,3,1,Thấp,Đang học
335,2493,3,8,36,8,4,2.17,68,11,8,6,2,2,2,5,3,3,Trung bình,Đang học
336,2494,3,8,36,8,4,2.31,81,11,8,3,1,1,1,5,2,4,Trung bình,Đang học
337,852,1,3,13,8,2,2.87,65,12,12,0,0,0,0,3,3,1,Trung bình,Đang học
338,853,1,3,13,8,2,2.87,81,12,12,0,0,0,0,3,2,1,Thấp,Đang học
339,2723,4,9,39,8,8,3.1,89,8,8,0,1,1,1,1,2,1,Thấp,Tốt nghiệp
340,2724,4,9,39,8,8,3.18,75,8,8,1,2,2,2,2,3,1,Thấp,Tốt nghiệp
341,854,1,3,13,8,2,2.61,89,12,12,0,0,0,0,4,2,1,Thấp,Đang học
342,855,1,3,13,8,2,2.48,71,12,12,0,0,0,0,4,3,1,Trung bình,Đang học
343,856,1,3,13,8,2,2.61,69,12,9,3,1,1,1,3,3,2,Trung bình,Đang học
344,857,1,3,13,8,2,2.09,69,12,12,3,1,1,1,4,3,1,Trung bình,Đang học
345,2495,3,8,36,8,4,1.83,94,11,11,11,4,4,4,3,1,2,Cao,Cảnh báo học vụ
346,2496,3,8,36,8,4,2.76,79,11,11,2,1,1,0,3,3,1,Thấp,Đang học
347,2489,3,8,35,8,6,2.85,88,10,10,0,0,0,0,4,2,1,Thấp,Đang học
348,2490,3,8,35,8,6,2.48,75,10,8,2,3,3,2,4,3,1,Trung bình,Đang học
349,2491,3,8,36,8,4,2.6,96,11,8,3,1,1,1,4,1,2,Trung bình,Đang học
350,2492,3,8,36,8,4,2.55,80,11,11,0,0,0,0,4,2,1,Thấp,Đang học
351,950,1,3,14,8,2,2.96,74,12,12,0,0,0,0,3,3,1,Thấp,Đang học
352,951,1,3,14,8,2,2.3,77,12,6,6,2,2,1,5,3,3,Trung bình,Cảnh báo học vụ
353,2725,4,9,39,8,8,2.75,83,8,8,3,4,4,3,1,2,1,Trung bình,Tốt nghiệp
354,2726,4,9,39,8,8,3.08,78,8,8,2,3,3,1,2,3,1,Thấp,Tốt nghiệp
355,846,1,3,13,8,2,1.57,67,12,3,9,3,3,1,5,3,4,Cao,Cảnh báo học vụ
356,847,1,3,13,8,2,2.39,60,12,9,3,1,1,1,4,4,2,Trung bình,Đang học
357,848,1,3,13,8,2,2.74,83,12,12,0,0,0,0,3,2,1,Thấp,Đang học
358,849,1,3,13,8,2,3.09,89,12,12,0,0,0,0,3,2,1,Thấp,Đang học
359,850,1,3,13,8,2,2.87,86,12,9,3,1,1,1,3,2,2,Trung bình,Đang học
360,851,1,3,13,8,2,2.22,70,12,6,6,2,2,1,5,3,3,Trung bình,Đang học
361,952,1,3,14,8,2,3.35,71,12,12,0,0,0,0,2,3,1,Thấp,Đang học
362,953,1,3,14,8,2,3.13,92,12,12,0,0,0,0,3,1,1,Thấp,Đang học
363,954,1,3,14,8,2,2.35,78,12,9,4,2,2,2,3,3,2,Cao,Đang học
364,955,1,3,14,8,2,3.0,81,12,12,0,0,0,0,3,2,1,Thấp,Đang học
365,956,1,3,14,8,2,3.09,80,12,12,0,0,0,0,3,2,1,Thấp,Đang học
366,957,1,3,14,8,2,3.13,85,12,12,0,0,0,0,3,2,1,Thấp,Đang học
367,2487,3,8,35,8,6,2.94,84,10,10,0,1,1,1,3,2,1,Thấp,Đang học
368,2488,3,8,35,8,6,2.71,86,10,7,3,1,1,1,5,2,2,Trung bình,Đang học
369,840,1,3,13,8,2,2.96,75,12,12,0,0,0,0,2,3,1,Thấp,Cảnh báo học vụ
370,841,1,3,13,8,2,2.35,72,12,9,3,1,1,1,5,3,3,Trung bình,Đang học
371,842,1,3,13,8,2,2.74,74,12,9,3,1,1,1,3,3,2,Trung bình,Đang học
372,843,1,3,13,8,2,2.83,68,12,9,3,1,1,1,4,3,2,Trung bình,Đang học
373,844,1,3,13,8,2,1.61,74,12,9,4,2,2,2,5,3,3,Cao,Cảnh báo học vụ
374,845,1,3,13,8,2,3.35,77,12,12,0,0,0,0,3,3,1,Thấp,Đang học
375,2727,4,9,39,8,8,3.19,86,8,8,0,1,1,1,2,2,1,Thấp,Tốt nghiệp
376,2728,4,9,39,8,8,3.2,81,8,8,0,1,1,1,1,2,1,Thấp,Tốt nghiệp
377,2484,3,8,35,8,6,2.19,86,10,10,3,2,2,1,4,2,1,Trung bình,Cảnh báo học vụ
378,2485,3,8,35,8,6,2.44,66,10,6,5,4,4,3,5,3,3,Cao,Đang học
379,2486,3,8,35,8,6,3.05,88,10,10,0,0,0,0,2,2,1,Thấp,Đang học
380,958,1,3,14,8,2,2.61,83,12,12,0,0,0,0,4,2,1,Thấp,Đang học
381,959,1,3,14,8,2,2.83,79,12,9,3,1,1,1,3,3,2,Trung bình,Bảo lưu
382,960,1,3,14,8,2,2.17,76,12,6,6,2,2,1,5,3,3,Trung bình,Đang học
383,961,1,3,14,8,2,3.0,67,12,9,3,1,1,1,3,3,2,Trung bình,Đang học
384,962,1,3,14,8,2,3.0,82,12,12,0,0,0,0,3,2,1,Thấp,Đang học
385,2729,4,9,39,8,8,2.43,53,8,8,9,4,4,2,3,4,1,Cao,Chậm tiến độ
386,2730,4,9,39,8,8,2.3,77,8,8,7,4,4,3,3,3,1,Cao,Chậm tiến độ
387,834,1,3,12,8,4,2.48,68,12,9,3,2,2,2,4,3,2,Cao,Đang học
388,835,1,3,12,8,4,2.17,78,12,9,3,2,2,2,4,3,2,Trung bình,Đang học
389,836,1,3,12,8,4,2.39,69,12,9,3,2,2,2,4,3,2,Trung bình,Đang học
390,837,1,3,12,8,4,1.7,72,12,12,3,1,1,3,5,3,3,Cao,Cảnh báo học vụ
391,838,1,3,13,8,2,2.48,81,12,12,0,0,0,0,3,2,1,Trung bình,Đang học
392,839,1,3,13,8,2,2.65,81,12,12,0,0,0,0,3,2,1,Thấp,Đang học
393,963,1,3,14,8,2,2.48,69,12,6,6,2,2,1,5,3,3,Trung bình,Đang học
394,964,1,3,14,8,2,2.35,83,12,9,3,1,1,1,4,2,2,Trung bình,Đang học
395,965,1,3,14,8,2,2.61,78,12,9,3,1,1,1,4,3,2,Trung bình,Đang học
396,2481,3,8,35,8,6,2.92,67,10,8,2,1,1,0,4,3,1,Trung bình,Đang học
397,2482,3,8,35,8,6,2.66,96,10,8,2,1,1,0,4,1,1,Thấp,Đang học
398,2483,3,8,35,8,6,2.44,88,10,10,0,3,3,2,3,2,1,Trung bình,Cảnh báo học vụ
399,966,1,3,14,8,2,3.35,82,12,12,0,0,0,0,2,2,1,Thấp,Đang học
400,967,1,3,14,8,2,3.0,80,12,12,0,0,0,0,3,2,1,Thấp,Đang học
401,828,1,3,12,8,4,2.24,89,12,12,0,1,1,1,4,2,1,Trung bình,Đang học
402,829,1,3,12,8,4,1.85,70,12,12,9,3,3,4,4,3,2,Cao,Bảo lưu
403,2731,4,9,39,8,8,2.6,77,8,8,0,4,4,2,3,3,1,Thấp,Tốt nghiệp
404,2732,4,9,39,8,8,2.49,91,8,8,1,5,5,4,1,1,1,Trung bình,Tốt nghiệp
405,830,1,3,12,8,4,2.35,89,12,12,0,1,1,1,3,2,1,Trung bình,Đang học
406,831,1,3,12,8,4,1.0,71,12,6,17,7,7,3,5,3,4,Cao,Cảnh báo học vụ
407,832,1,3,12,8,4,1.7,61,12,6,8,3,3,4,5,4,4,Cao,Cảnh báo học vụ
408,833,1,3,12,8,4,2.39,58,12,6,7,3,3,2,5,4,4,Cao,Đang học
409,968,1,3,14,8,2,2.0,66,12,6,6,2,2,1,5,3,4,Trung bình,Đang học
410,969,1,3,14,8,2,2.7,69,12,9,3,1,1,1,5,3,3,Trung bình,Đang học
411,970,1,3,14,8,2,3.26,87,12,12,0,0,0,0,2,2,1,Thấp,Đang học
412,971,1,3,14,8,2,3.0,81,12,12,0,0,0,0,3,2,1,Thấp,Đang học
413,972,1,3,14,8,2,2.7,92,12,9,3,1,1,1,4,1,2,Trung bình,Đang học
414,973,1,3,14,8,2,3.35,79,12,12,0,0,0,0,3,3,1,Thấp,Đang học
415,2479,3,8,35,8,6,2.27,94,10,8,2,4,4,2,3,1,1,Trung bình,Đang học
416,2480,3,8,35,8,6,2.89,95,10,10,0,0,0,0,3,1,1,Thấp,Đang học
417,2733,4,9,39,8,8,2.61,75,8,6,2,4,4,2,4,3,1,Thấp,Tốt nghiệp
418,2734,4,9,39,8,8,3.06,77,8,8,0,0,0,0,1,3,1,Thấp,Tốt nghiệp
419,822,1,3,12,8,4,2.57,64,12,12,0,0,0,0,4,4,1,Trung bình,Đang học
420,823,1,3,12,8,4,1.89,77,12,12,0,2,2,4,3,3,2,Cao,Đang học
421,824,1,3,12,8,4,2.3,73,12,12,0,0,0,0,3,3,1,Trung bình,Đang học
422,825,1,3,12,8,4,2.09,74,12,9,3,2,2,2,4,3,2,Cao,Đang học
423,826,1,3,12,8,4,2.33,74,12,9,6,2,2,2,4,3,2,Trung bình,Cảnh báo học vụ
424,827,1,3,12,8,4,2.0,79,12,12,4,2,2,1,4,3,1,Trung bình,Đang học
425,2476,3,8,35,8,6,2.27,74,10,10,2,2,2,2,4,3,1,Trung bình,Đang học
426,2477,3,8,35,8,6,2.87,95,10,10,0,1,1,1,2,1,1,Thấp,Đang học
427,2478,3,8,35,8,6,3.03,83,10,10,1,1,1,1,3,2,1,Thấp,Đang học
428,974,1,3,14,8,2,2.0,60,12,9,4,2,2,2,4,4,2,Cao,Đang học
429,975,1,3,14,8,2,3.0,79,12,12,0,0,0,0,3,3,1,Thấp,Bảo lưu
430,976,1,3,14,8,2,3.22,88,12,12,0,0,0,0,3,2,1,Thấp,Đang học
431,977,1,3,14,8,2,2.74,91,12,9,3,1,1,1,3,1,2,Trung bình,Bảo lưu
432,978,1,3,14,8,2,3.61,81,12,12,0,0,0,0,1,2,1,Thấp,Đang học
433,816,1,3,12,8,4,2.28,82,12,12,4,3,3,2,3,2,1,Trung bình,Đang học
434,817,1,3,12,8,4,2.17,68,12,12,0,1,1,2,5,3,3,Cao,Đang học
435,2735,4,9,39,8,8,2.89,79,8,8,0,1,1,1,1,3,1,Thấp,Tốt nghiệp
436,2736,4,9,39,8,8,2.85,80,8,8,0,2,2,1,3,2,1,Thấp,Tốt nghiệp
437,818,1,3,12,8,4,2.15,77,12,9,3,1,1,1,5,3,4,Trung bình,Đang học
438,819,1,3,12,8,4,2.48,80,12,9,3,2,2,2,5,2,3,Trung bình,Đang học
439,820,1,3,12,8,4,1.98,68,12,9,9,3,3,2,5,3,3,Cao,Đang học
440,821,1,3,12,8,4,2.46,62,12,9,3,1,1,1,5,4,3,Trung bình,Đang học
441,979,1,3,14,8,2,3.13,82,12,12,0,0,0,0,2,2,1,Thấp,Đang học
442,980,1,3,14,8,2,2.61,81,12,12,0,0,0,0,3,2,1,Thấp,Đang học
443,981,1,3,14,8,2,2.61,82,12,9,3,1,1,1,4,2,2,Trung bình,Đang học
444,2473,3,8,35,8,6,2.42,70,10,8,2,2,2,1,4,3,1,Trung bình,Đang học
445,2474,3,8,35,8,6,2.08,86,10,8,7,3,3,2,4,2,1,Cao,Đang học
446,2475,3,8,35,8,6,3.0,82,10,10,0,0,0,0,2,2,1,Thấp,Đang học
447,982,1,3,14,8,2,2.87,82,12,12,0,0,0,0,3,2,1,Thấp,Đang học
448,983,1,3,14,8,2,2.87,81,12,9,3,1,1,1,4,2,2,Trung bình,Đang học
449,2737,4,9,39,8,8,2.89,86,8,8,0,2,2,0,1,2,1,Thấp,Tốt nghiệp
450,2738,4,9,39,8,8,2.98,82,8,8,0,1,1,1,3,2,1,Thấp,Tốt nghiệp
451,810,1,3,12,8,4,2.67,72,12,12,0,0,0,0,4,3,1,Thấp,Đang học
452,811,1,3,12,8,4,1.57,62,12,9,15,6,6,3,5,4,3,Cao,Cảnh báo học vụ
453,812,1,3,12,8,4,2.15,76,12,9,3,1,1,1,5,3,4,Trung bình,Đang học
454,813,1,3,12,8,4,2.15,71,12,12,0,1,1,1,4,3,1,Trung bình,Đang học
455,814,1,3,12,8,4,1.91,75,12,9,5,3,3,2,5,3,4,Cao,Đang học
456,815,1,3,12,8,4,2.09,65,12,9,3,1,1,1,5,3,4,Trung bình,Cảnh báo học vụ
457,984,1,3,14,8,2,2.61,71,12,9,3,1,1,1,4,3,2,Trung bình,Đang học
458,985,1,3,14,8,2,2.87,87,12,12,0,0,0,0,3,2,1,Thấp,Đang học
459,986,2,4,15,8,8,3.33,73,8,8,0,1,1,1,1,3,1,Thấp,Tốt nghiệp
460,2471,3,8,35,8,6,2.94,86,10,10,0,1,1,1,2,2,1,Thấp,Đang học
461,2472,3,8,35,8,6,2.58,77,10,7,3,2,2,2,5,3,3,Trung bình,Đang học
462,987,2,4,15,8,8,2.76,80,8,8,0,2,2,2,3,2,1,Thấp,Tốt nghiệp
463,988,2,4,15,8,8,2.45,70,8,8,5,3,3,2,3,3,1,Trung bình,Chậm tiến độ
464,989,2,4,15,8,8,3.28,83,8,8,0,0,0,0,1,2,1,Thấp,Tốt nghiệp
465,804,1,3,12,8,4,1.91,73,12,12,3,2,2,3,5,3,4,Cao,Đang học
466,805,1,3,12,8,4,2.04,65,12,12,6,2,2,1,4,3,1,Trung bình,Cảnh báo học vụ
467,2739,4,9,39,8,8,2.98,74,8,8,0,0,0,0,3,3,1,Thấp,Tốt nghiệp
468,2740,4,9,39,8,8,3.05,74,8,8,0,3,3,1,2,3,1,Thấp,Tốt nghiệp
469,806,1,3,12,8,4,2.17,81,12,12,6,4,4,3,3,2,1,Trung bình,Đang học
470,807,1,3,12,8,4,2.37,60,12,12,0,1,1,1,4,4,1,Trung bình,Đang học
471,808,1,3,12,8,4,2.41,85,12,12,3,2,2,2,4,2,1,Trung bình,Đang học
472,809,1,3,12,8,4,1.93,78,12,12,0,2,2,3,5,3,3,Cao,Đang học
473,990,2,4,15,8,8,3.02,76,8,8,0,0,0,0,1,3,1,Thấp,Tốt nghiệp
474,2468,3,8,35,8,6,3.05,83,10,10,0,0,0,0,3,2,1,Thấp,Bảo lưu
475,2469,3,8,35,8,6,2.74,89,10,10,0,1,1,0,4,2,1,Thấp,Đang học
476,2470,3,8,35,8,6,2.98,95,10,10,0,1,1,1,2,1,1,Thấp,Cảnh báo học vụ
477,991,2,4,15,8,8,2.92,87,8,8,0,0,0,0,3,2,1,Thấp,Chậm tiến độ
478,992,2,4,15,8,8,2.9,72,8,8,3,3,3,2,3,3,1,Trung bình,Tốt nghiệp
479,993,2,4,15,8,8,2.95,77,8,8,0,1,1,1,1,3,1,Thấp,Tốt nghiệp
480,994,2,4,15,8,8,2.43,67,8,8,5,3,3,2,2,3,1,Trung bình,Tốt nghiệp
481,2741,4,9,39,8,8,2.4,61,8,8,5,4,4,3,3,4,1,Trung bình,Chậm tiến độ
482,2742,4,9,39,8,8,3.08,79,8,8,0,2,2,1,2,3,1,Thấp,Tốt nghiệp
483,798,1,3,12,8,4,2.22,61,12,9,3,2,2,1,5,4,4,Trung bình,Đang học
484,799,1,3,12,8,4,2.02,64,12,12,3,2,2,3,5,4,3,Cao,Đang học
485,800,1,3,12,8,4,2.41,75,12,9,3,1,1,1,4,3,2,Trung bình,Đang học
486,801,1,3,12,8,4,2.22,66,12,6,6,2,2,1,5,3,3,Trung bình,Cảnh báo học vụ
487,802,1,3,12,8,4,1.91,70,12,9,10,4,4,4,4,3,2,Cao,Cảnh báo học vụ
488,803,1,3,12,8,4,1.72,57,12,3,12,4,4,2,5,4,4,Cao,Đang học
489,2465,3,8,35,8,6,2.68,80,10,10,0,0,0,0,3,2,1,Thấp,Đang học
490,2466,3,8,35,8,6,2.5,82,10,10,0,1,1,1,4,2,1,Thấp,Đang học
491,2467,3,8,35,8,6,2.95,85,10,10,0,1,1,1,3,2,1,Thấp,Đang học
492,995,2,4,15,8,8,2.98,71,8,8,0,0,0,0,3,3,1,Thấp,Tốt nghiệp
493,996,2,4,15,8,8,3.0,77,8,8,0,0,0,0,1,3,1,Thấp,Tốt nghiệp
494,997,2,4,15,8,8,2.48,67,8,8,4,4,4,3,3,3,1,Trung bình,Tốt nghiệp
495,998,2,4,15,8,8,3.07,76,8,8,0,0,0,0,3,3,1,Thấp,Tốt nghiệp
496,999,2,4,15,8,8,2.94,77,8,8,0,1,1,1,1,3,1,Thấp,Tốt nghiệp
497,792,1,3,12,8,4,1.83,69,12,6,7,4,4,2,5,3,4,Cao,Đang học
498,793,1,3,12,8,4,2.22,76,12,12,2,2,2,1,3,3,1,Trung bình,Đang học
499,2743,4,9,39,8,8,3.06,59,8,8,0,1,1,1,3,4,1,Trung bình,Tốt nghiệp
500,2744,4,9,39,8,8,3.19,73,8,8,0,0,0,0,2,3,1,Thấp,Tốt nghiệp
501,794,1,3,12,8,4,2.02,67,12,12,6,3,3,3,5,3,3,Cao,Đang học
502,795,1,3,12,8,4,1.96,66,12,6,6,2,2,2,5,3,4,Cao,Đang học
503,796,1,3,12,8,4,1.89,81,12,6,10,5,5,3,5,2,4,Cao,Đang học
504,797,1,3,12,8,4,2.04,78,12,9,3,2,2,3,5,3,3,Cao,Đang học
505,1000,2,4,15,8,8,2.97,72,8,8,0,1,1,1,3,3,1,Thấp,Tốt nghiệp
506,2463,3,8,35,8,6,2.11,77,10,10,11,4,4,2,4,3,1,Cao,Cảnh báo học vụ
507,2464,3,8,35,8,6,2.5,73,10,5,5,2,2,1,5,3,4,Trung bình,Đang học
508,1001,2,4,15,8,8,2.94,80,8,8,0,0,0,0,1,2,1,Thấp,Tốt nghiệp
509,1002,2,4,15,8,8,2.59,88,8,8,0,3,3,2,3,2,1,Thấp,Chậm tiến độ
510,1003,2,4,15,8,8,3.22,71,8,8,0,0,0,0,3,3,1,Thấp,Tốt nghiệp
511,1004,2,4,15,8,8,2.97,62,8,8,0,2,2,1,2,4,1,Trung bình,Tốt nghiệp
512,1005,2,4,15,8,8,3.12,87,8,8,0,1,1,0,2,2,1,Thấp,Tốt nghiệp
513,2745,4,9,39,8,8,2.29,67,8,6,10,5,5,2,4,3,1,Cao,Thôi học
514,2746,4,9,39,8,8,3.14,85,8,8,0,0,0,0,1,2,1,Thấp,Tốt nghiệp
515,786,1,3,12,8,4,2.3,70,12,12,3,1,1,1,4,3,1,Trung bình,Đang học
516,787,1,3,12,8,4,1.74,74,12,6,6,4,4,3,5,3,4,Cao,Cảnh báo học vụ
517,788,1,3,12,8,4,2.48,70,12,9,3,1,1,1,5,3,3,Trung bình,Đang học
518,789,1,3,12,8,4,1.85,73,12,9,6,2,2,2,5,3,4,Cao,Cảnh báo học vụ
519,790,1,3,12,8,4,1.91,79,12,12,9,3,3,3,4,3,2,Cao,Đang học
520,791,1,3,12,8,4,2.41,79,12,9,3,1,1,1,4,3,2,Trung bình,Đang học
521,1006,2,4,15,8,8,2.47,64,8,8,3,4,4,3,3,4,1,Trung bình,Tốt nghiệp
522,2460,3,8,35,8,6,2.34,77,10,7,3,2,2,3,4,3,2,Cao,Đang học
523,2461,3,8,35,8,6,2.81,85,10,8,2,1,1,0,4,2,1,Thấp,Đang học
524,2462,3,8,35,8,6,2.92,90,10,8,2,1,1,0,3,1,1,Thấp,Đang học
525,1007,2,4,15,8,8,2.5,69,8,8,2,3,3,3,3,3,1,Trung bình,Tốt nghiệp
526,1008,2,4,15,8,8,2.88,72,8,8,0,1,1,1,3,3,1,Thấp,Tốt nghiệp
527,1009,2,4,15,8,8,2.74,71,8,8,4,2,2,2,3,3,1,Trung bình,Chậm tiến độ
528,1010,2,4,15,8,8,2.93,74,8,8,0,1,1,1,2,3,1,Thấp,Tốt nghiệp
529,780,1,3,12,8,4,1.85,66,12,12,3,2,2,3,5,3,4,Cao,Đang học
530,781,1,3,12,8,4,2.67,74,12,9,3,1,1,1,3,3,2,Trung bình,Bảo lưu
531,2747,4,9,39,8,8,2.86,76,8,8,0,2,2,1,2,3,1,Thấp,Tốt nghiệp
532,2748,4,9,39,8,8,3.25,82,8,8,0,0,0,0,1,2,1,Thấp,Tốt nghiệp
533,782,1,3,12,8,4,1.78,72,12,12,6,3,3,3,5,3,3,Cao,Cảnh báo học vụ
534,783,1,3,12,8,4,2.02,63,12,9,3,2,2,2,5,4,3,Trung bình,Đang học
535,784,1,3,12,8,4,2.54,70,12,9,3,2,2,2,4,3,2,Cao,Đang học
536,785,1,3,12,8,4,2.17,66,12,9,3,1,1,1,5,3,3,Trung bình,Đang học
537,2457,3,8,35,8,6,2.98,87,10,10,0,0,0,0,3,2,1,Thấp,Đang học
538,2458,3,8,35,8,6,2.68,89,10,10,0,0,0,0,4,2,1,Thấp,Đang học
539,2459,3,8,35,8,6,2.61,87,10,8,8,3,3,2,3,2,1,Cao,Đang học
540,1011,2,4,15,8,8,3.09,78,8,8,0,0,0,0,2,3,1,Thấp,Tốt nghiệp
541,1012,2,4,15,8,8,3.07,68,8,8,0,1,1,1,3,3,1,Trung bình,Tốt nghiệp
542,1013,2,4,15,8,8,3.12,76,8,8,0,0,0,0,3,3,1,Thấp,Tốt nghiệp
543,1014,2,4,15,8,8,3.08,70,8,8,0,0,0,0,2,3,1,Thấp,Tốt nghiệp
544,1015,2,4,15,8,8,2.98,81,8,8,5,2,2,1,1,2,1,Trung bình,Chậm tiến độ
