TongKetHocKyKey,SinhVienKey,KhoaKey,NganhKey,LopKey,HocKyKey,TongSoTinChiDangKy,TongSoTinChiDat,TongSoTinChiKhongDat,DiemTrungBinhHocKy,DiemTrungBinhTichLuy,DiemRenLuyen,XepLoaiHocTapKey,XepLoaiRenLuyenKey,CanhBaoKey,TrangThaiCanhBao,MucNguyCo,SoTinChiNoLuyKe,SoHocKyCanhBaoLienTiep
256,32,1,1,1,8,8,8,0,4.0,2.79,74,1,3,1,Không cảnh báo,Thấp,0,0
257,33,1,1,1,1,11,11,0,3.27,3.27,84,2,2,1,Không cảnh báo,Thấp,0,0
258,33,1,1,1,2,12,12,0,2.5,2.87,81,3,2,1,Không cảnh báo,Thấp,0,0
259,33,1,1,1,3,12,12,0,3.25,3.0,74,2,3,1,Không cảnh báo,Thấp,0,0
260,33,1,1,1,4,12,9,3,2.5,2.87,80,3,2,2,Cảnh báo nhẹ,Trung bình,3,1
261,33,1,1,1,5,12,9,3,2.5,2.8,75,3,3,2,Cảnh báo nhẹ,Cao,4,2
262,33,1,1,1,6,11,9,2,2.18,2.7,83,4,2,1,Không cảnh báo,Thấp,2,0
263,33,1,1,1,7,11,8,3,2.55,2.68,62,3,4,2,Cảnh báo nhẹ,Trung bình,3,1
264,33,1,1,1,8,8,8,0,2.75,2.69,82,3,2,1,Không cảnh báo,Thấp,0,0
265,34,1,1,1,1,11,11,0,3.0,3.0,89,3,2,1,Không cảnh báo,Thấp,0,0
266,34,1,1,1,2,12,12,0,3.0,3.0,76,3,3,1,Không cảnh báo,Thấp,0,0
267,34,1,1,1,3,12,9,3,2.75,2.91,88,3,2,2,Cảnh báo nhẹ,Trung bình,3,1
268,34,1,1,1,4,12,9,3,2.25,2.74,56,4,4,2,Cảnh báo nhẹ,Cao,3,2
269,34,1,1,1,5,12,12,0,2.75,2.75,79,3,3,1,Không cảnh báo,Thấp,0,0
270,34,1,1,1,6,11,11,0,3.27,2.83,80,2,2,1,Không cảnh báo,Thấp,0,0
271,34,1,1,1,7,11,11,0,3.55,2.93,67,2,3,1,Không cảnh báo,Trung bình,0,0
272,34,1,1,1,8,8,8,0,3.0,2.93,72,3,3,1,Không cảnh báo,Thấp,0,0
273,35,1,1,1,1,11,11,0,3.18,3.18,83,3,2,1,Không cảnh báo,Thấp,0,0
274,35,1,1,1,2,12,12,0,2.5,2.83,83,3,2,1,Không cảnh báo,Thấp,0,0
275,35,1,1,1,3,12,12,0,3.25,2.97,69,2,3,1,Không cảnh báo,Trung bình,0,0
276,35,1,1,1,4,12,12,0,3.25,3.04,79,2,3,1,Không cảnh báo,Thấp,0,0
277,35,1,1,1,5,12,12,0,3.25,3.08,76,2,3,1,Không cảnh báo,Thấp,0,0
278,35,1,1,1,6,11,11,0,3.0,3.07,78,3,3,1,Không cảnh báo,Thấp,0,0
279,35,1,1,1,7,11,11,0,3.36,3.11,80,2,2,1,Không cảnh báo,Thấp,0,0
280,35,1,1,1,8,8,8,0,3.0,3.1,79,3,3,1,Không cảnh báo,Thấp,0,0
281,36,1,1,1,1,11,11,0,3.27,3.27,69,2,3,1,Không cảnh báo,Trung bình,0,0
282,36,1,1,1,2,12,12,0,3.75,3.52,93,1,1,1,Không cảnh báo,Thấp,0,0
283,36,1,1,1,3,12,12,0,3.0,3.34,74,3,3,1,Không cảnh báo,Thấp,0,0
284,36,1,1,1,4,12,12,0,3.25,3.32,69,2,3,1,Không cảnh báo,Trung bình,0,0
285,36,1,1,1,5,12,12,0,3.0,3.25,79,3,3,1,Không cảnh báo,Thấp,0,0
286,36,1,1,1,6,11,6,5,1.36,2.96,66,5,3,4,Cảnh báo nghiêm trọng,Trung bình,5,1
287,36,1,1,1,7,11,11,0,3.82,3.07,82,1,2,1,Không cảnh báo,Trung bình,5,0
288,36,1,1,1,8,8,8,0,3.25,3.09,78,2,3,1,Không cảnh báo,Trung bình,5,0
289,37,1,1,1,1,11,11,0,3.82,3.82,89,1,2,1,Không cảnh báo,Thấp,0,0
290,37,1,1,1,2,12,9,3,2.75,3.26,70,3,3,2,Cảnh báo nhẹ,Trung bình,3,1
291,37,1,1,1,3,12,12,0,3.0,3.17,83,3,2,1,Không cảnh báo,Thấp,1,0
292,37,1,1,1,4,12,12,0,2.75,3.06,77,3,3,1,Không cảnh báo,Thấp,0,0
293,37,1,1,1,5,12,12,0,3.0,3.05,73,3,3,1,Không cảnh báo,Thấp,0,0
294,37,1,1,1,6,11,9,2,2.73,3.0,72,3,3,1,Không cảnh báo,Thấp,2,0
295,37,1,1,1,7,11,11,0,3.55,3.07,80,2,2,1,Không cảnh báo,Thấp,2,0
296,37,1,1,1,8,8,8,0,3.75,3.13,73,1,3,1,Không cảnh báo,Thấp,0,0
297,38,1,1,1,1,11,11,0,2.73,2.73,66,3,3,1,Không cảnh báo,Trung bình,0,0
298,38,1,1,1,2,12,9,3,1.5,2.09,74,5,3,3,Cảnh báo trung bình,Trung bình,3,1
299,38,1,1,1,3,12,9,3,2.5,2.23,54,3,4,2,Cảnh báo nhẹ,Cao,6,2
300,38,1,1,1,4,12,12,0,2.5,2.3,71,3,3,1,Không cảnh báo,Trung bình,4,0
301,38,1,1,1,5,12,12,0,3.0,2.44,64,3,4,1,Không cảnh báo,Trung bình,4,0
302,38,1,1,1,6,11,9,2,2.45,2.44,69,4,3,1,Không cảnh báo,Trung bình,2,0
303,38,1,1,1,7,11,9,2,2.09,2.4,53,4,4,1,Không cảnh báo,Trung bình,2,0
304,38,1,1,1,8,8,8,0,3.5,2.49,77,2,3,1,Không cảnh báo,Trung bình,0,0
305,39,1,1,1,1,11,11,0,3.55,3.55,82,2,2,1,Không cảnh báo,Thấp,0,0
306,39,1,1,1,2,12,12,0,3.5,3.52,78,2,3,1,Không cảnh báo,Thấp,0,0
307,39,1,1,1,3,12,9,3,2.0,3.0,71,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
308,39,1,1,1,4,12,12,0,3.25,3.06,73,2,3,1,Không cảnh báo,Trung bình,3,0
309,39,1,1,1,5,12,12,0,3.25,3.1,82,2,2,1,Không cảnh báo,Thấp,0,0
310,39,1,1,1,6,11,11,0,3.27,3.13,73,2,3,1,Không cảnh báo,Thấp,0,0
311,39,1,1,1,7,11,11,0,2.91,3.1,70,3,3,1,Không cảnh báo,Thấp,0,0
312,39,1,1,1,8,8,8,0,4.0,3.18,70,1,3,1,Không cảnh báo,Thấp,0,0
313,40,1,1,1,1,11,11,0,3.0,3.0,72,3,3,1,Không cảnh báo,Thấp,0,0
314,40,1,1,1,2,12,9,3,1.75,2.35,67,5,3,3,Cảnh báo trung bình,Trung bình,3,1
315,40,1,1,1,3,12,9,3,2.75,2.49,88,3,2,2,Cảnh báo nhẹ,Cao,6,2
316,40,1,1,1,4,12,12,0,2.5,2.49,72,3,3,1,Không cảnh báo,Trung bình,2,0
317,40,1,1,1,5,12,12,0,2.75,2.54,64,3,4,1,Không cảnh báo,Trung bình,2,0
318,40,1,1,1,6,11,8,3,2.36,2.51,83,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
319,40,1,1,1,7,11,11,0,3.0,2.58,83,3,2,1,Không cảnh báo,Trung bình,3,0
320,40,1,1,1,8,8,8,0,3.75,2.69,85,1,2,1,Không cảnh báo,Thấp,1,0
321,41,1,1,1,1,11,11,0,3.45,3.45,95,2,1,1,Không cảnh báo,Thấp,0,0
322,41,1,1,1,2,12,9,3,2.25,2.83,86,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
323,41,1,1,1,3,12,12,0,3.5,3.06,76,2,3,1,Không cảnh báo,Trung bình,3,0
324,41,1,1,1,4,12,12,0,2.5,2.91,85,3,2,1,Không cảnh báo,Thấp,0,0
325,41,1,1,1,5,12,12,0,2.75,2.88,82,3,2,1,Không cảnh báo,Thấp,0,0
326,41,1,1,1,6,11,11,0,3.27,2.94,73,2,3,1,Không cảnh báo,Thấp,0,0
327,41,1,1,1,7,11,11,0,3.82,3.06,80,1,2,1,Không cảnh báo,Thấp,0,0
328,41,1,1,1,8,8,8,0,4.0,3.15,79,1,3,1,Không cảnh báo,Thấp,0,0
329,42,1,1,1,1,11,11,0,4.0,4.0,78,1,3,1,Không cảnh báo,Thấp,0,0
330,42,1,1,1,2,12,12,0,2.25,3.09,75,4,3,1,Không cảnh báo,Thấp,0,0
331,42,1,1,1,3,12,12,0,2.75,2.97,79,3,3,1,Không cảnh báo,Thấp,0,0
332,42,1,1,1,4,12,12,0,3.0,2.98,72,3,3,1,Không cảnh báo,Thấp,0,0
333,42,1,1,1,5,12,12,0,2.75,2.93,76,3,3,1,Không cảnh báo,Thấp,0,0
334,42,1,1,1,6,11,11,0,2.91,2.93,77,3,3,1,Không cảnh báo,Thấp,0,0
335,42,1,1,1,7,11,11,0,2.82,2.91,75,3,3,1,Không cảnh báo,Thấp,0,0
336,42,1,1,1,8,8,8,0,3.25,2.94,75,2,3,1,Không cảnh báo,Thấp,0,0
337,43,1,1,1,1,11,11,0,3.0,3.0,73,3,3,1,Không cảnh báo,Thấp,0,0
338,43,1,1,1,2,12,12,0,3.0,3.0,78,3,3,1,Không cảnh báo,Thấp,0,0
339,43,1,1,1,3,12,12,0,2.75,2.91,66,3,3,1,Không cảnh báo,Trung bình,0,0
340,43,1,1,1,4,12,12,0,2.75,2.87,84,3,2,1,Không cảnh báo,Thấp,0,0
341,43,1,1,1,5,12,12,0,2.75,2.85,76,3,3,1,Không cảnh báo,Thấp,0,0
342,43,1,1,1,6,11,11,0,3.0,2.87,85,3,2,1,Không cảnh báo,Thấp,0,0
343,43,1,1,1,7,11,11,0,3.18,2.91,71,3,3,1,Không cảnh báo,Thấp,0,0
344,43,1,1,1,8,8,8,0,3.75,2.99,70,1,3,1,Không cảnh báo,Thấp,0,0
345,44,1,1,1,1,11,11,0,3.55,3.55,91,2,1,1,Không cảnh báo,Thấp,0,0
346,44,1,1,1,2,12,12,0,3.5,3.52,79,2,3,1,Không cảnh báo,Thấp,0,0
347,44,1,1,1,3,12,12,0,3.0,3.34,76,3,3,1,Không cảnh báo,Thấp,0,0
348,44,1,1,1,4,12,12,0,3.25,3.32,67,2,3,1,Không cảnh báo,Trung bình,0,0
349,44,1,1,1,5,12,9,3,2.25,3.1,75,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
350,44,1,1,1,6,11,11,0,3.18,3.11,79,3,3,1,Không cảnh báo,Trung bình,3,0
351,44,1,1,1,7,11,11,0,3.82,3.21,84,1,2,1,Không cảnh báo,Thấp,0,0
352,44,1,1,1,8,8,8,0,4.0,3.28,83,1,2,1,Không cảnh báo,Thấp,0,0
353,45,1,1,1,1,11,11,0,3.27,3.27,86,2,2,1,Không cảnh báo,Thấp,0,0
354,45,1,1,1,2,12,12,0,3.0,3.13,90,3,1,1,Không cảnh báo,Thấp,0,0
355,45,1,1,1,3,12,9,3,2.0,2.74,68,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
356,45,1,1,1,4,12,12,0,3.0,2.81,68,3,3,1,Không cảnh báo,Trung bình,3,0
357,45,1,1,1,5,12,9,3,2.5,2.75,75,3,3,2,Cảnh báo nhẹ,Trung bình,3,1
358,45,1,1,1,6,11,11,0,3.27,2.83,75,2,3,1,Không cảnh báo,Thấp,1,0
359,45,1,1,1,7,11,8,3,2.55,2.79,73,3,3,2,Cảnh báo nhẹ,Trung bình,4,1
360,45,1,1,1,8,8,8,0,3.0,2.81,78,3,3,1,Không cảnh báo,Thấp,2,0
361,46,1,1,1,1,11,11,0,3.73,3.73,79,1,3,1,Không cảnh báo,Thấp,0,0
362,46,1,1,1,2,12,12,0,2.75,3.22,83,3,2,1,Không cảnh báo,Thấp,0,0
363,46,1,1,1,3,12,12,0,3.25,3.23,78,2,3,1,Không cảnh báo,Thấp,0,0
364,46,1,1,1,4,12,12,0,3.25,3.23,80,2,2,1,Không cảnh báo,Thấp,0,0
365,46,1,1,1,5,12,12,0,3.0,3.19,82,3,2,1,Không cảnh báo,Thấp,0,0
366,46,1,1,1,6,11,11,0,3.18,3.19,83,3,2,1,Không cảnh báo,Thấp,0,0
367,46,1,1,1,7,11,11,0,3.0,3.16,82,3,2,1,Không cảnh báo,Thấp,0,0
368,46,1,1,1,8,8,8,0,4.0,3.24,73,1,3,1,Không cảnh báo,Thấp,0,0
369,47,1,1,1,1,11,11,0,3.0,3.0,78,3,3,1,Không cảnh báo,Thấp,0,0
370,47,1,1,1,2,12,12,0,2.75,2.87,79,3,3,1,Không cảnh báo,Thấp,0,0
371,47,1,1,1,3,12,12,0,3.5,3.09,68,2,3,1,Không cảnh báo,Trung bình,0,0
372,47,1,1,1,4,12,12,0,2.5,2.94,70,3,3,1,Không cảnh báo,Thấp,0,0
373,47,1,1,1,5,12,6,6,1.0,2.54,84,5,2,4,Cảnh báo nghiêm trọng,Trung bình,6,1
374,47,1,1,1,6,11,11,0,3.27,2.66,91,2,1,1,Không cảnh báo,Trung bình,6,0
375,47,1,1,1,7,11,11,0,3.18,2.73,66,3,3,1,Không cảnh báo,Trung bình,4,0
376,47,1,1,1,8,8,8,0,3.0,2.75,64,3,4,1,Không cảnh báo,Trung bình,1,0
377,48,1,1,1,1,11,11,0,4.0,4.0,78,1,3,1,Không cảnh báo,Thấp,0,0
378,48,1,1,1,2,12,12,0,3.0,3.48,69,3,3,1,Không cảnh báo,Trung bình,0,0
379,48,1,1,1,3,12,9,3,2.0,2.97,88,4,2,2,Cảnh báo nhẹ,Trung bình,3,1
380,48,1,1,1,4,12,12,0,3.25,3.04,73,2,3,1,Không cảnh báo,Trung bình,3,0
381,48,1,1,1,5,12,12,0,3.25,3.08,79,2,3,1,Không cảnh báo,Thấp,0,0
382,48,1,1,1,6,11,11,0,2.73,3.03,65,3,3,1,Không cảnh báo,Trung bình,0,0
383,48,1,1,1,7,11,11,0,3.0,3.02,77,3,3,1,Không cảnh báo,Thấp,0,0
384,48,1,1,1,8,8,8,0,2.5,2.98,81,3,2,1,Không cảnh báo,Thấp,0,0
385,49,1,1,1,1,11,11,0,3.45,3.45,93,2,1,1,Không cảnh báo,Thấp,0,0
386,49,1,1,1,2,12,12,0,2.75,3.09,88,3,2,1,Không cảnh báo,Thấp,0,0
387,49,1,1,1,3,12,9,3,2.25,2.8,74,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
388,49,1,1,1,4,12,9,3,2.25,2.66,92,4,1,2,Cảnh báo nhẹ,Cao,6,2
389,49,1,1,1,5,12,12,0,3.5,2.83,91,2,1,1,Không cảnh báo,Trung bình,3,0
390,49,1,1,1,6,11,11,0,3.36,2.91,73,2,3,1,Không cảnh báo,Trung bình,3,0
391,49,1,1,1,7,11,11,0,2.73,2.89,92,3,1,1,Không cảnh báo,Thấp,0,0
392,49,1,1,1,8,8,8,0,3.0,2.9,70,3,3,1,Không cảnh báo,Thấp,0,0
393,50,1,1,1,1,11,11,0,3.27,3.27,93,2,1,1,Không cảnh báo,Thấp,0,0
394,50,1,1,1,2,12,9,3,2.5,2.87,96,3,1,2,Cảnh báo nhẹ,Trung bình,3,1
395,50,1,1,1,3,12,12,0,3.0,2.91,77,3,3,1,Không cảnh báo,Trung bình,3,0
396,50,1,1,1,4,12,12,0,3.5,3.06,74,2,3,1,Không cảnh báo,Trung bình,3,0
397,50,1,1,1,5,12,12,0,3.0,3.05,85,3,2,1,Không cảnh báo,Thấp,1,0
398,50,1,1,1,6,11,9,2,2.45,2.96,66,4,3,1,Không cảnh báo,Trung bình,2,0
399,50,1,1,1,7,11,9,2,2.82,2.94,75,3,3,1,Không cảnh báo,Thấp,2,0
400,50,1,1,1,8,8,8,0,3.25,2.97,77,2,3,1,Không cảnh báo,Thấp,0,0
401,51,1,1,1,1,11,11,0,4.0,4.0,88,1,2,1,Không cảnh báo,Thấp,0,0
402,51,1,1,1,2,12,12,0,2.5,3.22,87,3,2,1,Không cảnh báo,Thấp,0,0
403,51,1,1,1,3,12,12,0,3.0,3.14,62,3,4,1,Không cảnh báo,Trung bình,0,0
404,51,1,1,1,4,12,12,0,3.0,3.11,78,3,3,1,Không cảnh báo,Thấp,0,0
405,51,1,1,1,5,12,9,3,2.75,3.03,66,3,3,2,Cảnh báo nhẹ,Trung bình,3,1
406,51,1,1,1,6,11,11,0,3.0,3.03,83,3,2,1,Không cảnh báo,Thấp,1,0
407,51,1,1,1,7,11,11,0,2.91,3.01,77,3,3,1,Không cảnh báo,Thấp,0,0
408,51,1,1,1,8,8,8,0,3.25,3.03,79,2,3,1,Không cảnh báo,Thấp,0,0
409,52,1,1,1,1,11,11,0,3.45,3.45,86,2,2,1,Không cảnh báo,Thấp,0,0
410,52,1,1,1,2,12,9,3,2.25,2.83,71,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
411,52,1,1,1,3,12,12,0,2.5,2.71,79,3,3,1,Không cảnh báo,Thấp,0,0
412,52,1,1,1,4,12,12,0,3.25,2.85,70,2,3,1,Không cảnh báo,Thấp,0,0
413,52,1,1,1,5,12,12,0,3.0,2.88,81,3,2,1,Không cảnh báo,Thấp,0,0
414,52,1,1,1,6,11,11,0,3.0,2.9,75,3,3,1,Không cảnh báo,Thấp,0,0
415,52,1,1,1,7,11,8,3,2.91,2.9,65,3,3,2,Cảnh báo nhẹ,Trung bình,3,1
416,52,1,1,1,8,8,8,0,4.0,3.0,79,1,3,1,Không cảnh báo,Thấp,1,0
417,53,1,1,1,1,11,11,0,3.45,3.45,88,2,2,1,Không cảnh báo,Thấp,0,0
418,53,1,1,1,2,12,12,0,3.0,3.22,69,3,3,1,Không cảnh báo,Trung bình,0,0
419,53,1,1,1,3,12,12,0,3.25,3.23,74,2,3,1,Không cảnh báo,Thấp,0,0
420,53,1,1,1,4,12,6,6,1.75,2.85,68,5,3,3,Cảnh báo trung bình,Trung bình,6,1
421,53,1,1,1,5,12,12,0,2.5,2.78,63,3,4,1,Không cảnh báo,Trung bình,2,0
422,53,1,1,1,6,11,11,0,3.18,2.84,89,3,2,1,Không cảnh báo,Thấp,0,0
423,53,1,1,1,7,11,11,0,3.0,2.86,78,3,3,1,Không cảnh báo,Thấp,0,0
424,53,1,1,1,8,8,8,0,3.75,2.94,79,1,3,1,Không cảnh báo,Thấp,0,0
425,54,1,1,1,1,11,11,0,3.45,3.45,86,2,2,1,Không cảnh báo,Thấp,0,0
426,54,1,1,1,2,12,12,0,3.25,3.35,80,2,2,1,Không cảnh báo,Thấp,0,0
427,54,1,1,1,3,12,12,0,3.25,3.31,72,2,3,1,Không cảnh báo,Thấp,0,0
428,54,1,1,1,4,12,12,0,2.5,3.11,87,3,2,1,Không cảnh báo,Thấp,0,0
429,54,1,1,1,5,12,12,0,3.25,3.14,84,2,2,1,Không cảnh báo,Thấp,0,0
430,54,1,1,1,6,11,11,0,3.55,3.2,76,2,3,1,Không cảnh báo,Thấp,0,0
431,54,1,1,1,7,11,8,3,2.0,3.04,75,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
432,54,1,1,1,8,8,8,0,3.75,3.1,85,1,2,1,Không cảnh báo,Trung bình,3,0
433,55,1,1,1,1,11,11,0,3.45,3.45,82,2,2,1,Không cảnh báo,Thấp,0,0
434,55,1,1,1,2,12,12,0,2.5,2.96,94,3,1,1,Không cảnh báo,Thấp,0,0
435,55,1,1,1,3,12,12,0,3.25,3.06,75,2,3,1,Không cảnh báo,Thấp,0,0
436,55,1,1,1,4,12,9,3,2.5,2.91,83,3,2,2,Cảnh báo nhẹ,Trung bình,3,1
437,55,1,1,1,5,12,12,0,3.25,2.98,70,2,3,1,Không cảnh báo,Thấp,1,0
438,55,1,1,1,6,11,11,0,2.73,2.94,78,3,3,1,Không cảnh báo,Thấp,1,0
439,55,1,1,1,7,11,11,0,3.55,3.02,82,2,2,1,Không cảnh báo,Thấp,0,0
440,55,1,1,1,8,8,8,0,3.25,3.04,79,2,3,1,Không cảnh báo,Thấp,0,0
441,56,1,1,1,1,11,11,0,3.27,3.27,86,2,2,1,Không cảnh báo,Thấp,0,0
442,56,1,1,1,2,12,12,0,2.5,2.87,68,3,3,1,Không cảnh báo,Trung bình,0,0
443,56,1,1,1,3,12,12,0,2.5,2.74,74,3,3,1,Không cảnh báo,Thấp,0,0
444,56,1,1,1,4,12,12,0,3.25,2.87,63,2,4,1,Không cảnh báo,Trung bình,0,0
445,56,1,1,1,5,12,9,3,2.25,2.75,71,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
446,56,1,1,1,6,11,11,0,3.55,2.87,68,2,3,1,Không cảnh báo,Trung bình,0,0
447,56,1,1,1,7,11,8,3,2.36,2.8,73,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
448,56,1,1,1,8,8,8,0,3.25,2.84,83,2,2,1,Không cảnh báo,Thấp,0,0
449,57,1,1,1,1,11,11,0,3.73,3.73,88,1,2,1,Không cảnh báo,Thấp,0,0
450,57,1,1,1,2,12,12,0,2.25,2.96,79,4,3,1,Không cảnh báo,Thấp,0,0
451,57,1,1,1,3,12,12,0,3.25,3.06,84,2,2,1,Không cảnh báo,Thấp,0,0
452,57,1,1,1,4,12,12,0,2.25,2.85,68,4,3,1,Không cảnh báo,Trung bình,0,0
453,57,1,1,1,5,12,12,0,3.5,2.98,80,2,2,1,Không cảnh báo,Thấp,0,0
454,57,1,1,1,6,11,11,0,3.27,3.03,81,2,2,1,Không cảnh báo,Thấp,0,0
455,57,1,1,1,7,11,11,0,3.18,3.05,74,3,3,1,Không cảnh báo,Thấp,0,0
456,57,1,1,1,8,8,8,0,4.0,3.13,74,1,3,1,Không cảnh báo,Thấp,0,0
457,58,1,1,1,1,11,11,0,3.0,3.0,86,3,2,1,Không cảnh báo,Thấp,0,0
458,58,1,1,1,2,12,12,0,3.75,3.39,82,1,2,1,Không cảnh báo,Thấp,0,0
459,58,1,1,1,3,12,12,0,2.75,3.17,81,3,2,1,Không cảnh báo,Thấp,0,0
460,58,1,1,1,4,12,12,0,2.75,3.06,79,3,3,1,Không cảnh báo,Thấp,0,0
461,58,1,1,1,5,12,12,0,3.5,3.15,90,2,1,1,Không cảnh báo,Thấp,0,0
462,58,1,1,1,6,11,11,0,3.0,3.13,92,3,1,1,Không cảnh báo,Thấp,0,0
463,58,1,1,1,7,11,11,0,2.91,3.1,84,3,2,1,Không cảnh báo,Thấp,0,0
464,58,1,1,1,8,8,8,0,4.0,3.18,72,1,3,1,Không cảnh báo,Thấp,0,0
465,59,1,1,1,1,11,11,0,2.91,2.91,82,3,2,1,Không cảnh báo,Thấp,0,0
466,59,1,1,1,2,12,12,0,2.75,2.83,77,3,3,1,Không cảnh báo,Thấp,0,0
467,59,1,1,1,3,12,12,0,3.25,2.97,75,2,3,1,Không cảnh báo,Thấp,0,0
468,59,1,1,1,4,12,9,3,2.0,2.72,66,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
469,59,1,1,1,5,12,12,0,3.5,2.88,81,2,2,1,Không cảnh báo,Trung bình,3,0
470,59,1,1,1,6,11,11,0,3.27,2.94,73,2,3,1,Không cảnh báo,Trung bình,3,0
471,59,1,1,1,7,11,11,0,3.64,3.04,88,1,2,1,Không cảnh báo,Thấp,0,0
472,59,1,1,1,8,8,8,0,3.75,3.1,83,1,2,1,Không cảnh báo,Thấp,0,0
473,60,1,1,1,1,11,11,0,3.27,3.27,77,2,3,1,Không cảnh báo,Thấp,0,0
474,60,1,1,1,2,12,12,0,2.25,2.74,70,4,3,1,Không cảnh báo,Thấp,0,0
475,60,1,1,1,3,12,12,0,3.0,2.83,77,3,3,1,Không cảnh báo,Thấp,0,0
476,60,1,1,1,4,12,12,0,3.5,3.0,91,2,1,1,Không cảnh báo,Thấp,0,0
477,60,1,1,1,5,12,12,0,2.75,2.95,63,3,4,1,Không cảnh báo,Trung bình,0,0
478,60,1,1,1,6,11,11,0,2.36,2.86,79,4,3,1,Không cảnh báo,Thấp,0,0
479,60,1,1,1,7,11,11,0,3.36,2.93,74,2,3,1,Không cảnh báo,Thấp,0,0
480,60,1,1,1,8,8,8,0,3.0,2.93,73,3,3,1,Không cảnh báo,Thấp,0,0
481,61,1,1,1,1,11,11,0,3.55,3.55,88,2,2,1,Không cảnh báo,Thấp,0,0
482,61,1,1,1,2,12,9,3,2.25,2.87,79,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
483,61,1,1,1,3,12,9,3,2.25,2.66,79,4,3,2,Cảnh báo nhẹ,Cao,6,2
484,61,1,1,1,4,12,6,6,1.75,2.43,71,5,3,3,Cảnh báo trung bình,Cao,12,3
485,61,1,1,1,5,12,12,0,3.75,2.69,73,1,3,1,Không cảnh báo,Cao,12,0
486,61,1,1,1,6,11,11,0,3.0,2.74,82,3,2,1,Không cảnh báo,Cao,12,0
487,61,1,1,1,7,11,11,0,3.09,2.79,78,3,3,1,Không cảnh báo,Cao,10,0
488,61,1,1,1,8,8,8,0,2.25,2.74,70,4,3,1,Không cảnh báo,Cao,10,0
489,62,1,1,1,1,11,11,0,3.27,3.27,74,2,3,1,Không cảnh báo,Thấp,0,0
490,62,1,1,1,2,12,9,3,2.25,2.74,77,4,3,2,Cảnh báo nhẹ,Trung bình,3,1
491,62,1,1,1,3,12,12,0,2.75,2.74,74,3,3,1,Không cảnh báo,Thấp,0,0
492,62,1,1,1,4,12,12,0,3.0,2.81,81,3,2,1,Không cảnh báo,Thấp,0,0
493,62,1,1,1,5,12,12,0,3.75,3.0,88,1,2,1,Không cảnh báo,Thấp,0,0
494,62,1,1,1,6,11,8,3,2.91,2.99,91,3,1,2,Cảnh báo nhẹ,Trung bình,3,1
495,62,1,1,1,7,11,11,0,3.55,3.06,74,2,3,1,Không cảnh báo,Thấp,0,0
496,62,1,1,1,8,8,8,0,4.0,3.15,72,1,3,1,Không cảnh báo,Thấp,0,0
497,63,1,1,1,1,11,11,0,3.73,3.73,92,1,1,1,Không cảnh báo,Thấp,0,0
498,63,1,1,1,2,12,12,0,3.5,3.61,89,2,2,1,Không cảnh báo,Thấp,0,0
499,63,1,1,1,3,12,12,0,3.75,3.66,80,1,2,1,Không cảnh báo,Thấp,0,0
500,63,1,1,1,4,12,12,0,3.0,3.49,73,3,3,1,Không cảnh báo,Thấp,0,0
501,63,1,1,1,5,12,12,0,3.0,3.39,90,3,1,1,Không cảnh báo,Thấp,0,0
502,63,1,1,1,6,11,11,0,3.0,3.33,66,3,3,1,Không cảnh báo,Trung bình,0,0
503,63,1,1,1,7,11,11,0,3.45,3.35,77,2,3,1,Không cảnh báo,Thấp,0,0
504,63,1,1,1,8,8,8,0,4.0,3.4,81,1,2,1,Không cảnh báo,Thấp,0,0
505,64,1,1,1,1,11,8,3,2.91,2.91,83,3,2,2,Cảnh báo nhẹ,Trung bình,3,1
506,64,1,1,1,2,12,9,3,2.5,2.7,75,3,3,2,Cảnh báo nhẹ,Cao,3,2
507,64,1,1,1,3,12,12,0,3.0,2.8,72,3,3,1,Không cảnh báo,Thấp,1,0
508,64,1,1,1,4,12,12,0,3.0,2.85,85,3,2,1,Không cảnh báo,Thấp,1,0
509,64,1,1,1,5,12,9,3,2.5,2.78,73,3,3,2,Cảnh báo nhẹ,Trung bình,3,1
510,64,1,1,1,6,11,8,3,2.09,2.67,82,4,2,2,Cảnh báo nhẹ,Cao,4,2
511,64,1,1,1,7,11,11,0,3.45,2.78,74,2,3,1,Không cảnh báo,Trung bình,4,0
512,64,1,1,1,8,8,8,0,3.0,2.8,79,3,3,1,Không cảnh báo,Trung bình,4,0
513,65,1,1,1,1,11,11,0,3.27,3.27,79,2,3,1,Không cảnh báo,Thấp,0,0
514,65,1,1,1,2,12,12,0,3.5,3.39,91,2,1,1,Không cảnh báo,Thấp,0,0
515,65,1,1,1,3,12,12,0,2.75,3.17,77,3,3,1,Không cảnh báo,Thấp,0,0
